"the_geom","MainStreet","CrossStree","Install_Da","LONG","LAT","X","Y"
"POINT (-74.01487520256092 40.70983534469016)","West Street","Albany Street","2022-03-05T00:00:00","-74.0148752025609","40.7098353446901","980126.000033975","197888.999941066"
"POINT (-73.99701716589466 40.6260629301265)","New Utrecht Avenue","62 Street","2022-03-07T00:00:00","-73.9970171658947","40.6260629301265","985077.999972478","167367.999959558"
"POINT (-73.98529581394943 40.67038479155706)","5 Avenue","7 Street","2022-03-13T00:00:00","-73.9852958139494","40.670384791557","988329.000032142","183516.000143811"
"POINT (-73.98579701636919 40.66978374786719)","5 Avenue","8 Street","2022-03-13T00:00:00","-73.9857970163692","40.6697837478672","988189.999982059","183296.999925643"
"POINT (-73.98679939465278 40.66857891083759)","5 Avenue","10 Street","2022-03-13T00:00:00","-73.9867993946528","40.6685789108376","987911.999881893","182858.000147477"
"POINT (-73.98730056929352 40.667975115696535)","5 Avenue","11 Street","2022-03-13T00:00:00","-73.9873005692935","40.6679751156965","987773.000159889","182637.999931306"
"POINT (-73.95206745480846 40.628646803732764)","Bedford Avenue","Avenue I","2022-03-15T00:00:00","-73.9520674548085","40.6286468037327","997554.999952808","168313.000038058"
"POINT (-73.95161886513858 40.62625315915754)","Bedford Avenue","Avenue J","2022-03-15T00:00:00","-73.9516188651386","40.6262531591575","997680.00003089","167441.00014165"
"POINT (-73.95116309896794 40.62386499783406)","Bedford Avenue","Avenue K","2022-03-15T00:00:00","-73.9511630989679","40.623864997834","997807.000104964","166570.999913141"
"POINT (-73.95025527180947 40.619083181759684)","Bedford Avenue","Avenue M","2022-03-15T00:00:00","-73.9502552718095","40.6190831817596","998059.999927059","164829.000116304"
"POINT (-73.94981041127302 40.616692273173975)","Bedford Avenue","Avenue N","2022-03-15T00:00:00","-73.949810411273","40.6166922731739","998184.000007138","163957.999889806"
"POINT (-73.94794865299622 40.60687606035686)","Bedford Avenue","Avenue R","2022-03-15T00:00:00","-73.9479486529962","40.6068760603568","998702.999953389","160382.000152066"
"POINT (-73.94751110718083 40.60455101813666)","Bedford Avenue","Avenue S","2022-03-15T00:00:00","-73.9475111071808","40.6045510181366","998825.000037476","159534.999877557"
"POINT (-73.9466325005296 40.59990916159628)","Bedford Avenue","Avenue U","2022-03-15T00:00:00","-73.9466325005296","40.5999091615962","999069.99987556","157843.999978721"
"POINT (-73.94577551481629 40.5953963116783)","Bedford Avenue","Avenue W","2022-03-15T00:00:00","-73.9457755148163","40.5953963116783","999309.000053719","156199.999985889"
"POINT (-73.94537395592765 40.593279880875514)","Bedford Avenue","Avenue X","2022-03-15T00:00:00","-73.9453739559276","40.5932798808755","999421.000157803","155428.999887481"
"POINT (-73.94497242593528 40.59116070434736)","Bedford Avenue","Avenue Y","2022-03-15T00:00:00","-73.9449724259353","40.5911607043473","999532.999933809","154657.00011915"
"POINT (-73.95297554191455 40.63342860155179)","Bedford Avenue","Glenwood Road","2022-03-15T00:00:00","-73.9529755419145","40.6334286015517","997302.000130728","170055.000162974"
"POINT (-73.94634562504075 40.59840487896018)","Bedford Avenue","Gravesend Neck Road","2022-03-15T00:00:00","-73.9463456250407","40.5984048789601","999150.000043631","157296.00009048"
"POINT (-73.95658041037176 40.69678499151341)","Bedford Avenue","Park Avenue","2022-03-15T00:00:00","-73.9565804103718","40.6967849915134","996289.999858141","193136.99993065"
"POINT (-73.94375726672926 40.584707087964624)","Bedford Avenue","Shore Pkwy North Service Road","2022-03-15T00:00:00","-73.9437572667293","40.5847070879646","999871.999911964","152305.999899894"
"POINT (-73.94380742959285 40.58499257223757)","Bedford Avenue","Shore Pkwy South Service Road","2022-03-15T00:00:00","-73.9438074295929","40.5849925722375","999857.999939978","152410.000019982"
"POINT (-73.94414795279432 40.58678509376148)","Bedford Avenue","Voorhies Avenue","2022-03-15T00:00:00","-73.9441479527943","40.5867850937614","999763.000129968","153063.000026315"
"POINT (-73.97899798786622 40.72810625472665)","Avenue B","East 12 Street","2022-03-18T00:00:00","-73.9789979878662","40.7281062547266","990071.000157058","204546.00007847"
"POINT (-74.01018408659985 40.72011498529939)","Greenwich Street","North Moore Street","2022-03-18T00:00:00","-74.0101840865998","40.7201149852994","981427.000056639","201633.999996975"
"POINT (-73.81977941040023 40.75293618987715)","45 Avenue","Union Street","2022-03-19T00:00:00","-73.8197794104002","40.7529361898771","1034181.99986139","213642.999929056"
"POINT (-74.08038067382223 40.62826089514538)","Van Duzer Street","Wright Street","2022-03-19T00:00:00","-74.0803806738222","40.6282608951453","961937.999992728","168178.999977976"
"POINT (-73.856191994076 40.85077937102299)","Rhinelander Avenue","Hone Avenue","2022-03-23T00:00:00","-73.856191994076","40.850779371023","1024035.00014231","249271.999865144"
"POINT (-73.81295442183234 40.584456066932276)","Shore Front Pkwy","Beach 91 Street","2022-03-23T00:00:00","-73.8129544218323","40.5844560669322","1036204.00008248","152264.999981895"
"POINT (-73.81530338719288 40.583869733554)","Shore Front Pkwy","Beach 94 Street / 95 Street","2022-03-23T00:00:00","-73.8153033871929","40.583869733554","1035552.00007413","152050.000083804"
"POINT (-73.82093113435371 40.58228390883792)","Shore Front Pkwy","Beach 101 Street","2022-03-23T00:00:00","-73.8209311343537","40.5822839088379","1033989.9999173","151468.999933481"
"POINT (-73.82187858631285 40.58204932861402)","Shore Front Pkwy","Beach 102 Street","2022-03-23T00:00:00","-73.8218785863128","40.582049328614","1033727.00011522","151383.00010547"
"POINT (-73.82508853301815 40.58118415617336)","Shore Front Pkwy","Beach 105 Street","2022-03-23T00:00:00","-73.8250885330181","40.5811841561733","1032835.99992873","151066.000083312"
"POINT (-73.8288531655407 40.580174246322144)","Shore Front Pkwy","Beach 108 Street","2022-03-23T00:00:00","-73.8288531655407","40.5801742463221","1031791.00005022","150695.999839067"
"POINT (-73.82085332716386 40.689133074015)","103 Avenue","124 Street","2022-03-23T00:00:00","-73.8208533271638","40.689133074015","1033932.0000333","190397.000161305"
"POINT (-73.99500228901758 40.68891558717969)","Clinton Street","Amity Street","2022-03-23T00:00:00","-73.9950022890176","40.6889155871797","985635.999840721","190267.000093222"
"POINT (-73.99604090206253 40.68675274822712)","Clinton Street","Baltic Street","2022-03-23T00:00:00","-73.9960409020625","40.6867527482271","985348.000088632","189479.000028804"
"POINT (-73.99533407499203 40.68822666334189)","Clinton Street","Congress Street","2022-03-23T00:00:00","-73.995334074992","40.6882266633419","985544.000024721","190015.999939054"
"POINT (-73.9963582431648 40.6860967579418)","Clinton Street","Kane Street","2022-03-23T00:00:00","-73.9963582431648","40.6860967579418","985259.999936551","189239.999850646"
"POINT (-73.99467770852183 40.6895825513192)","Clinton Street","Pacific Street","2022-03-23T00:00:00","-73.9946777085218","40.6895825513192","985725.999988809","190509.999935314"
"POINT (-73.99573076812987 40.68739775789035)","Clinton Street","Warren Street","2022-03-23T00:00:00","-73.9957307681299","40.6873977578903","985433.999916643","189713.9998869"
"POINT (-73.89200090096654 40.69793374016878)","Cooper Avenue","64 Street","2022-03-26T00:00:00","-73.8920009009665","40.6979337401687","1014197.00013331","193571.000046894"
"POINT (-73.88584139658359 40.699964413672845)","Cooper Avenue","67 Street","2022-03-26T00:00:00","-73.8858413965836","40.6999644136728","1015904.00000013","194312.999875233"
"POINT (-73.88167721385261 40.70128044188123)","Cooper Avenue","69 Place","2022-03-26T00:00:00","-73.8816772138526","40.7012804418812","1017057.99998872","194793.99989748"
"POINT (-73.88090825608015 40.701710577487816)","Cooper Avenue","70 Street","2022-03-26T00:00:00","-73.8809082560801","40.7017105774878","1017270.9998908","194950.999911562"
"POINT (-73.8763012370171 40.704439507343004)","Cooper Avenue","73 Place","2022-03-26T00:00:00","-73.8763012370171","40.704439507343","1018546.99996348","195946.999888062"
"POINT (-73.87604553752877 40.706176670029656)","Cooper Avenue","74 Street","2022-03-26T00:00:00","-73.8760455375288","40.7061766700296","1018617.00015156","196579.99993439"
"POINT (-73.86661975682496 40.71040130925998)","Cooper Avenue","83 Street","2022-03-26T00:00:00","-73.866619756825","40.7104013092599","1021227.99985081","198123.000129223"
"POINT (-73.86501026274244 40.710778210066195)","Cooper Avenue","88 Street","2022-03-26T00:00:00","-73.8650102627424","40.7107782100662","1021673.99994305","198260.999853224"
"POINT (-73.87377425812376 40.70755481939602)","Cooper Avenue","78 Avenue","2022-03-26T00:00:00","-73.8737742581238","40.707554819396","1019245.99987781","197082.999912649"
"POINT (-73.88099802746672 40.701930252256076)","Myrtle Avenue","70 Street","2022-03-26T00:00:00","-73.8809980274667","40.701930252256","1017245.9999408","195031.000079647"
"POINT (-73.88049664752549 40.70196815946752)","Myrtle Avenue","Cooper Avenue","2022-03-26T00:00:00","-73.8804966475255","40.7019681594675","1017384.99999088","195045.000051647"
"POINT (-74.00630491584799 40.63258441539721)","Fort Hamilton Parkway","61 Street","2022-03-28T00:00:00","-74.006304915848","40.6325844153972","982499.999879137","169744.000128806"
"POINT (-74.01000462982394 40.63011384283919)","Fort Hamilton Parkway","66 Street","2022-03-28T00:00:00","-74.0100046298239","40.6301138428391","981472.99996464","168843.999960303"
"POINT (-74.01069987115804 40.62964716614512)","Fort Hamilton Parkway","67 Street","2022-03-28T00:00:00","-74.010699871158","40.6296471661451","981280.00002256","168673.999972224"
"POINT (-74.01142752303957 40.62916126852003)","Fort Hamilton Parkway","68 Street","2022-03-28T00:00:00","-74.0114275230396","40.62916126852","981078.000098467","168496.999998137"
"POINT (-73.91843533692223 40.84831229810966)","University Avenue","Brandt Place","2022-03-28T00:00:00","-73.9184353369222","40.8483122981096","1006816.00013155","248351.000066727"
"POINT (-73.91041201485285 40.85572802685148)","University Avenue","West 180 Street","2022-03-28T00:00:00","-73.9104120148529","40.8557280268515","1009032.99996264","251054.99990806"
"POINT (-73.9424704735106 40.76199420766646)","Vernon Blvd","36 Avenue","2022-03-08T00:00:00","-73.9424704735106","40.7619942076664","1000186.99993813","216896.99998273"
"POINT (-73.88818023429441 40.69885782350865)","Cooper Avenue","Cypress Hills Street","2022-03-26T00:00:00","-73.8881802342944","40.6988578235086","1015255.9999838","193909.000027061"
"POINT (-73.89256474847915 40.86052150612798)","Webster Avenue","East 189 Street","2013-06-15T00:00:00","-73.8925647484791","40.8605215061279","1013967.99993514","252807.000012979"
"POINT (-73.8996157077332 40.878755384461876)","Fort Independence Street","Heath Avenue","2017-08-30T00:00:00","-73.8996157077332","40.8787553844619","1012009.99991414","259447.999854311"
"POINT (-73.76967736388889 40.68431825963035)","Baisley Blvd","120 Avenue","2020-03-09T00:00:00","-73.7696773638889","40.6843182596303","1048128.99985448","188675.999994397"
"POINT (-73.75083209206622 40.726430513164566)","Hillside Avenue","Vanderveer Street","2021-08-29T00:00:00","-73.7508320920662","40.7264305131645","1053311.99998714","204033.000120223"
"POINT (-74.01285758142099 40.628205930905516)","Fort Hamilton Parkway","70 Street","2022-04-01T00:00:00","-74.012857581421","40.6282059309055","980680.999908224","168149.000037983"
"POINT (-74.01357079339832 40.627728255604296)","Fort Hamilton Parkway","71 Street","2022-04-01T00:00:00","-74.0135707933983","40.6277282556043","980482.999976143","167975.000057891"
"POINT (-74.01726276723976 40.62526842820569)","Fort Hamilton Parkway","76 Street","2022-04-01T00:00:00","-74.0172627672398","40.6252684282057","979458.000057638","167078.999881387"
"POINT (-74.01214075664335 40.6286836021385)","Fort Hamilton Parkway","Bay Ridge Avenue","2022-04-01T00:00:00","-74.0121407566433","40.6286836021385","980879.999838307","168323.00001806"
"POINT (-74.17649930606248 40.544486331548015)","Arden Avenue","Annadale Road","2022-04-04T00:00:00","-74.1764993060625","40.544486331548","935195.999999136","137696.999918476"
"POINT (-73.94927531579404 40.62407278501908)","Avenue K","East 27 Street","2022-04-06T00:00:00","-73.949275315794","40.624072785019","998331.000041217","166647.000089228"
"POINT (-73.90393863114352 40.8801341539279)","Broadway","West 232 Street","2022-04-07T00:00:00","-73.9039386311435","40.8801341539279","1010814.00000955","259948.999836564"
"POINT (-73.99765797111915 40.63837332007894)","Fort Hamilton Parkway","49 Street","2022-04-08T00:00:00","-73.9976579711192","40.6383733200789","984900.000000387","171852.999847814"
"POINT (-73.99909202594792 40.63741540993972)","Fort Hamilton Parkway","51 Street","2022-04-08T00:00:00","-73.9990920259479","40.6374154099397","984502.00014022","171503.999889642"
"POINT (-73.99980903910911 40.63693507573526)","Fort Hamilton Parkway","52 Street","2022-04-08T00:00:00","-73.9998090391091","40.6369350757352","984302.999882057","171328.999911562"
"POINT (-74.00052604076606 40.63645473703471)","Fort Hamilton Parkway","53 Street","2022-04-08T00:00:00","-74.0005260407661","40.6364547370347","984103.999951974","171153.999933481"
"POINT (-74.00123942916737 40.63597713865874)","Fort Hamilton Parkway","54 Street","2022-04-08T00:00:00","-74.0012394291674","40.6359771386587","983906.000019893","170979.999953389"
"POINT (-74.00196001327534 40.63549953570947)","Fort Hamilton Parkway","55 Street","2022-04-08T00:00:00","-74.0019600132753","40.6354995357094","983706.000091806","170805.999973312"
"POINT (-74.00267338109259 40.63501918360554)","Fort Hamilton Parkway","56 Street","2022-04-08T00:00:00","-74.0026733810926","40.6350191836055","983508.000159726","170630.999995232"
"POINT (-74.00339034272929 40.6345388269446)","Fort Hamilton Parkway","57 Street","2022-04-08T00:00:00","-74.0033903427293","40.6345388269446","983308.999901548","170456.000017136"
"POINT (-74.00410729303134 40.63406121057055)","Fort Hamilton Parkway","58 Street","2022-04-08T00:00:00","-74.0041072930313","40.6340612105705","983109.999971464","170282.000037059"
"POINT (-74.00482063001716 40.6335808450702)","Fort Hamilton Parkway","59 Street","2022-04-08T00:00:00","-74.0048206300172","40.6335808450702","982912.000039384","170107.000058979"
"POINT (-73.98456038063115 40.74843751483092)","5 Avenue","East 34 Street","2022-04-08T00:00:00","-73.9845603806312","40.7484375148309","988527.999962226","211953.000028223"
"POINT (-73.99630403373972 40.75338726976557)","9 Avenue","West 34 Street","2022-04-08T00:00:00","-73.9963040337397","40.7533872697656","985273.999908552","213756.000031143"
"POINT (-73.95092871791167 40.785866366252854)","Lexington Avenue","East 96 Street","2022-04-08T00:00:00","-73.9509287179117","40.7858663662528","997839.000040978","225592.999979138"
"POINT (-73.94153157401374 40.63902546306328)","Foster Avenue","East 37 Street","2022-04-12T00:00:00","-73.9415315740137","40.6390254630633","1000477.00001431","172096.000017971"
"POINT (-73.84609489948119 40.6842399839879)","Woodhaven Boulevard","101 Avenue","2022-04-13T00:00:00","-73.8460948994812","40.6842399839879","1026934.99991973","188601.000144392"
"POINT (-73.75183882999593 40.60528596318533)","Central Avenue","Foam Place","2022-04-13T00:00:00","-73.7518388299959","40.6052859631853","1053157.99996705","159896.000139803"
"POINT (-73.75014815231962 40.606687641285504)","Central Avenue","Nameoke Avenue","2022-04-13T00:00:00","-73.7501481523196","40.6066876412855","1053626.0000153","160408.000100061"
"POINT (-73.74959180760091 40.607147558031514)","Central Avenue","Neilson Street","2022-04-13T00:00:00","-73.7495918076009","40.6071475580315","1053780.00003539","160576.000092149"
"POINT (-73.99176113404727 40.6848119683952)","Smith Street","Baltic Street","2022-04-14T00:00:00","-73.9917611340473","40.6848119683952","986535.000011221","188772.000130475"
"POINT (-73.86154250605881 40.83300293225903)","Westchester Avenue","Cross Bronx EXPY service road N","2022-04-15T00:00:00","-73.8615425060588","40.833002932259","1022565.00012955","242793.000027895"
"POINT (-73.77757568507398 40.730193457206944)","Union Turnpike","193 Street","2022-04-15T00:00:00","-73.777575685074","40.7301934572069","1045896.00005539","205384.0000429"
"POINT (-73.79399005797379 40.73799441279714)","64 Avenue","175 Street","2022-04-15T00:00:00","-73.7939900579738","40.7379944127971","1041339.99998106","208214.999958307"
"POINT (-73.98227759360674 40.673999235973895)","5 Avenue","1 Street","2022-04-16T00:00:00","-73.9822775936067","40.6739992359739","989165.999998555","184833.000134483"
"POINT (-73.98428977580906 40.67159235950439)","5 Avenue","5 Street","2022-04-16T00:00:00","-73.9842897758091","40.6715923595044","988608.000130311","183955.999919981"
"POINT (-73.98479099699487 40.6709885764139)","5 Avenue","6 Street","2022-04-16T00:00:00","-73.9847909969949","40.6709885764138","988469.000080228","183736.000031888"
"POINT (-73.98780534022187 40.66737406438364)","5 Avenue","12 Street","2022-04-16T00:00:00","-73.9878053402219","40.6673740643836","987633.000111803","182419.000041232"
"POINT (-73.98830649788606 40.666770265674735)","5 Avenue","13 Street","2022-04-16T00:00:00","-73.9883064978861","40.6667702656747","987494.000061721","182199.000153139"
"POINT (-73.98880764601667 40.66616920861131)","5 Avenue","14 Street","2022-04-16T00:00:00","-73.9888076460167","40.6661692086113","987355.000011638","181979.999934971"
"POINT (-73.98931239013832 40.665565405785145)","5 Avenue","15 Street","2022-04-16T00:00:00","-73.9893123901383","40.6655654057851","987214.999963552","181760.000046894"
"POINT (-73.98981352015242 40.664964345154864)","5 Avenue","16 Street","2022-04-16T00:00:00","-73.9898135201524","40.6649643451548","987075.999913469","181541.000156805"
"POINT (-73.99108971708674 40.66358931625894)","5 Avenue","17 Street","2022-04-16T00:00:00","-73.9910897170867","40.6635893162589","986721.99996531","181039.999846473"
"POINT (-73.99167371330647 40.663029425376585)","5 Avenue","18 Street","2022-04-16T00:00:00","-73.9916737133065","40.6630294253765","986559.999961227","180835.999926388"
"POINT (-73.99225409530705 40.66246953125008)","5 Avenue","19 Street","2022-04-16T00:00:00","-73.992254095307","40.6624695312501","986398.999955133","180632.000006303"
"POINT (-73.99283807195017 40.661909634383285)","5 Avenue","20 Street","2022-04-16T00:00:00","-73.9928380719502","40.6619096343833","986236.99995105","180428.000086233"
"POINT (-73.99342203879024 40.66134973361467)","5 Avenue","21 Street","2022-04-16T00:00:00","-73.9934220387902","40.6613497336146","986074.999946967","180223.999838054"
"POINT (-73.99400239150232 40.66078983055769)","5 Avenue","22 Street","2022-04-16T00:00:00","-73.9940023915023","40.6607898305577","985913.999940887","180019.999917984"
"POINT (-73.9945863389896 40.66022717993169)","5 Avenue","23 Street","2022-04-16T00:00:00","-73.9945863389896","40.6602271799317","985751.999936804","179814.999999896"
"POINT (-73.99517027622882 40.65967001585324)","5 Avenue","24 Street","2022-04-16T00:00:00","-73.9951702762288","40.6596700158532","985589.999932721","179612.000077814"
"POINT (-73.99575420406312 40.65910735922535)","5 Avenue","25 Street","2022-04-16T00:00:00","-73.9957542040631","40.6591073592253","985427.999928638","179407.000159726"
"POINT (-73.99691842562765 40.65799027029464)","5 Avenue","27 Street","2022-04-16T00:00:00","-73.9969184256277","40.6579902702946","985104.999918476","178999.99998948"
"POINT (-73.99808981666432 40.65686493613108)","5 Avenue","29 Street","2022-04-16T00:00:00","-73.9980898166643","40.6568649361311","984779.999912307","178590.000153303"
"POINT (-73.99925756406844 40.655745078520084)","5 Avenue","31 Street","2022-04-16T00:00:00","-73.9992575640684","40.6557450785201","984455.999904141","178181.999985054"
"POINT (-74.00041446030994 40.65462795462578)","5 Avenue","33 Street","2022-04-16T00:00:00","-74.0004144603099","40.6546279546257","984134.99988997","177775.000142887"
"POINT (-74.0021659494503 40.652948128329506)","5 Avenue","36 Street","2022-04-16T00:00:00","-74.0021659494503","40.6529481283295","983648.999877721","177163.000054553"
"POINT (-74.00274975945032 40.65238543575578)","5 Avenue","37 Street","2022-04-16T00:00:00","-74.0027497594503","40.6523854357558","983486.999873638","176958.00013648"
"POINT (-74.00332635246886 40.65183371859811)","5 Avenue","38 Street","2022-04-16T00:00:00","-74.0033263524689","40.6518337185981","983326.999865547","176756.999882311"
"POINT (-74.00390653879806 40.651265530631456)","5 Avenue","39 Street","2022-04-16T00:00:00","-74.0039065387981","40.6512655306314","983165.999859467","176549.999968231"
"POINT (-74.00449031957902 40.650705573892296)","5 Avenue","40 Street","2022-04-16T00:00:00","-74.004490319579","40.6507055738922","983003.999855384","176346.000048146"
"POINT (-74.00507409056074 40.65014561415447)","5 Avenue","41 Street","2022-04-16T00:00:00","-74.0050740905607","40.6501456141544","982841.999851301","176142.000128061"
"POINT (-74.00682174105312 40.64846571626361)","5 Avenue","44 Street","2022-04-16T00:00:00","-74.0068217410531","40.6484657162636","982356.999837056","175530.000039726"
"POINT (-74.00740547168776 40.647905744550776)","5 Avenue","45 Street","2022-04-16T00:00:00","-74.0074054716878","40.6479057445507","982195.000161052","175326.000119641"
"POINT (-74.00798919370632 40.647345768939324)","5 Avenue","46 Street","2022-04-16T00:00:00","-74.0079891937063","40.6473457689393","982033.000156969","175121.999871477"
"POINT (-74.008569302711 40.64678853627746)","5 Avenue","47 Street","2022-04-16T00:00:00","-74.008569302711","40.6467885362774","981872.000150889","174918.999949396"
"POINT (-74.00915300481141 40.64622581081073)","5 Avenue","48 Street","2022-04-16T00:00:00","-74.0091530048114","40.6462258108107","981710.000146806","174714.000031307"
"POINT (-74.00973669746668 40.645665827124795)","5 Avenue","49 Street","2022-04-16T00:00:00","-74.0097366974667","40.6456658271248","981548.000142723","174510.000111222"
"POINT (-74.01032038032432 40.645105839540804)","5 Avenue","50 Street","2022-04-16T00:00:00","-74.0103203803243","40.6451058395408","981386.00013864","174305.999863058"
"POINT (-74.01090044993732 40.644545850201524)","5 Avenue","51 Street","2022-04-16T00:00:00","-74.0109004499373","40.6445458502015","981225.000132561","174101.999942973"
"POINT (-74.01148411323094 40.64398585754169)","5 Avenue","52 Street","2022-04-16T00:00:00","-74.0114841132309","40.6439858575417","981063.000128478","173898.000022888"
"POINT (-74.01206416334072 40.643425862262774)","5 Avenue","53 Street","2022-04-16T00:00:00","-74.0120641633407","40.6434258622627","980902.000122383","173694.000102803"
"POINT (-74.01264780707079 40.64286586272657)","5 Avenue","54 Street","2022-04-16T00:00:00","-74.0126478070708","40.6428658627265","980740.0001183","173489.999854639"
"POINT (-74.0132314410045 40.64230586109397)","5 Avenue","55 Street","2022-04-16T00:00:00","-74.0132314410045","40.6423058610939","980578.000114217","173285.999934554"
"POINT (-74.0138150651419 40.641745856464674)","5 Avenue","56 Street","2022-04-16T00:00:00","-74.0138150651419","40.6417458564646","980416.000110134","173082.000014484"
"POINT (-74.01439507621717 40.64118584928981)","5 Avenue","57 Street","2022-04-16T00:00:00","-74.0143950762172","40.6411858492898","980255.000104055","172878.000094399"
"POINT (-74.01497868079254 40.640625837785066)","5 Avenue","58 Street","2022-04-16T00:00:00","-74.0149786807925","40.640625837785","980093.000099972","172673.99984622"
"POINT (-74.01556227557238 40.64006582418455)","5 Avenue","59 Street","2022-04-16T00:00:00","-74.0155622755724","40.6400658241845","979931.000095889","172469.99992615"
"POINT (-74.01616747362287 40.639481101525064)","5 Avenue","60 Street","2022-04-16T00:00:00","-74.0161674736229","40.639481101525","979763.000103801","172257.000024065"
"POINT (-74.01676905861454 40.63889912094919)","5 Avenue","61 Street","2022-04-16T00:00:00","-74.0167690586145","40.6388991209492","979596.000109717","172045.000119984"
"POINT (-74.01735262398121 40.63834184203669)","5 Avenue","62 Street","2022-04-16T00:00:00","-74.0173526239812","40.6383418420367","979434.000105634","171841.999869809"
"POINT (-74.0197047932151 40.63607975866981)","5 Avenue","66 Street","2022-04-16T00:00:00","-74.0197047932151","40.6360797586698","978781.000099301","171017.999877393"
"POINT (-74.0201514101876 40.63556640617147)","5 Avenue","67 Street","2022-04-16T00:00:00","-74.0201514101876","40.6355664061715","978657.000019222","170830.999923304"
"POINT (-74.0207202456499 40.63416920829384)","5 Avenue","68 Street","2022-04-16T00:00:00","-74.0207202456499","40.6341692082938","978499.000007138","170321.999957055"
"POINT (-74.0217354539995 40.63168773283675)","5 Avenue","72 Street","2022-04-16T00:00:00","-74.0217354539995","40.6316877328367","978216.999914974","169418.000124648"
"POINT (-74.02202344326764 40.63098775653368)","5 Avenue","73 Street","2022-04-16T00:00:00","-74.0220234432676","40.6309877565336","978137.000074968","169162.999978483"
"POINT (-74.0222970288883 40.630323465334925)","5 Avenue","74 Street","2022-04-16T00:00:00","-74.0222970288883","40.6303234653349","978060.999898881","168921.000134394"
"POINT (-74.0229593650199 40.6287011642238)","5 Avenue","76 Street","2022-04-16T00:00:00","-74.0229593650199","40.6287011642238","977876.999938801","168330.000004053"
"POINT (-74.0232581257047 40.62797098982244)","5 Avenue","77 Street","2022-04-16T00:00:00","-74.0232581257047","40.6279709898224","977794.0001048","168063.999879897"
"POINT (-74.02355688200339 40.62724356027241)","5 Avenue","78 Street","2022-04-16T00:00:00","-74.0235568820034","40.6272435602724","977710.99994272","167799.000081807"
"POINT (-74.02385202715264 40.626513384952666)","5 Avenue","79 Street","2022-04-16T00:00:00","-74.0238520271526","40.6265133849526","977629.000106722","167532.999957636"
"POINT (-74.02415437090156 40.62578046342097)","5 Avenue","80 Street","2022-04-16T00:00:00","-74.0241543709016","40.6257804634209","977544.999946639","167266.000163555"
"POINT (-74.0244495020388 40.62504754166955)","5 Avenue","81 Street","2022-04-16T00:00:00","-74.0244495020388","40.6250475416695","977463.000110641","166999.000041395"
"POINT (-74.0247518346221 40.62432010712262)","5 Avenue","82 Street","2022-04-16T00:00:00","-74.0247518346221","40.6243201071226","977378.999950558","166733.999915227"
"POINT (-74.02504695377158 40.62358992941038)","5 Avenue","83 Street","2022-04-16T00:00:00","-74.0250469537716","40.6235899294104","977297.00011456","166468.00011915"
"POINT (-74.02566239376175 40.622140543260315)","5 Avenue","85 Street","2022-04-16T00:00:00","-74.0256623937617","40.6221405432603","977126.000128478","165939.999862805"
"POINT (-74.02722142516936 40.62032313265977)","5 Avenue","88 Street","2022-04-16T00:00:00","-74.0272214251694","40.6203231326597","976693.000010222","165277.999874473"
"POINT (-74.02771468128456 40.61974935352965)","5 Avenue","89 Street","2022-04-16T00:00:00","-74.0277146812846","40.6197493535296","976555.999956131","165068.999964386"
"POINT (-74.02820432568213 40.61917282834634)","5 Avenue","90 Street","2022-04-16T00:00:00","-74.0282043256821","40.6191728283463","976419.999900058","164859.000056311"
"POINT (-74.02101186030669 40.63346923496289)","5 Avenue","Bay Ridge Avenue","2022-04-16T00:00:00","-74.0210118603067","40.6334692349629","978417.999841049","170067.000138983"
"POINT (-74.02263899944981 40.629486237720734)","5 Avenue","Bay Ridge Pkwy","2022-04-16T00:00:00","-74.0226389994498","40.6294862377207","977966.000088885","168616.00008823"
"POINT (-73.97702246188624 40.68148604950835)","5 Avenue","Bergen Street","2022-04-16T00:00:00","-73.9770224618862","40.6814860495083","990623.000037298","187560.999927804"
"POINT (-73.9800307366958 40.67704831200297)","5 Avenue","Berkeley Place","2022-04-16T00:00:00","-73.9800307366958","40.677048312003","989789.000064895","185943.99988097"
"POINT (-73.98132553976363 40.675146400869195)","5 Avenue","Carroll Street","2022-04-16T00:00:00","-73.9813255397636","40.6751464008692","989430.000126719","185250.999954641"
"POINT (-73.97917590803138 40.67831075670639)","5 Avenue","Douglass Street","2022-04-16T00:00:00","-73.9791759080314","40.6783107567064","990025.999918967","186403.999945223"
"POINT (-73.98177632704098 40.674603007895804)","5 Avenue","Garfield Place","2022-04-16T00:00:00","-73.981776327041","40.6746030078958","989305.000048637","185053.00002256"
"POINT (-73.979597917961 40.677679534664136)","5 Avenue","Lincoln Place","2022-04-16T00:00:00","-73.979597917961","40.6776795346641","989909.000152975","186174.000077143"
"POINT (-74.02137546323132 40.63257985656836)","5 Avenue","Ovington Avenue","2022-04-16T00:00:00","-74.0213754632313","40.6325798565683","978317.000043049","169743.000130817"
"POINT (-73.97824890410476 40.679680227198475)","5 Avenue","Park Place","2022-04-16T00:00:00","-73.9782489041048","40.6796802271984","990283.000061139","186902.99993147"
"POINT (-73.98088914167474 40.6757776279479)","5 Avenue","President Street","2022-04-16T00:00:00","-73.9808891416747","40.6757776279479","989550.999884725","185481.000150815"
"POINT (-73.99054535829981 40.66416567694326)","5 Avenue","Prospect Avenue","2022-04-16T00:00:00","-73.9905453582998","40.6641656769432","986872.999991387","181250.000082642"
